customer_id,first_name,last_name,date_of_birth,signup_date,city,occupation,monthly_income,credit_score,email
CUST102512,Carlos,Ndlovu,1948-08-15,2017-12-27,East London,Driver,53572.75,,carlos.ndlovu957@webmail.co.za
CUST102513,Wei,Garcia,1987-08-06,2023-02-18,East London,Technician,15655.03,621.0,wei.garcia606@webmail.co.za
CUST102514,Patricia,Miller,1988-09-11,2020-11-24,Pretoria,Sales Rep,13926.32,670.0,patricia.miller85@gmail.com
CUST102515,Raj,Miller,1976-04-05,2023-08-28,Johannesburg,Driver,86733.11,540.0,raj.miller558@yahoo.com
CUST102516,AMARA,Smith,1998-02-03,2020-09-12,Bloemfontein,Technician,26745.97,737.0,amara.smith691@outlook.com
CUST102517,Thabo,Pretorius,1986-01-07,2018-10-16,Nelspruit,,28420.94,659.0,thabo.pretorius781@gmail.com
CUST102518,John,Garcia,1967-02-14,2016-03-14,Pretoria,Accountant,17263.77,673.0,john.garcia307@gmail.com
CUST102519,Sofia,Brown,1946-03-15,2017-07-05,Nelspruit,Accountant,30611.53,614.0,sofia.brown98@webmail.co.za
CUST102520,Joseph,Brown,1948-08-11,2019-08-23,Durban,Teacher,,717.0,joseph.brown691@gmail.com
CUST102521,Mary,Nkosi,1966-06-17,2021-05-21,Johannesburg,Technician,31339.02,766.0,mary.nkosi704@yahoo.com
CUST102522,Michael,Ndlovu,1973-03-10,2025-11-14,east london,Consultant,50969.26,,michael.ndlovu875@webmail.co.za
CUST102523,Richard,Davis,1955-03-07,2017-11-10,Nelspruit,Engineer,27375.13,718.0,richard.davis271@yahoo.com
CUST102524,Mary,Rodriguez,1956-07-20,2022-09-18,Nelspruit,Sales Rep,14537.95,719.0,mary.rodriguez233@outlook.com
CUST102525,David,Johnson,1959-01-16,2016-07-10,Kimberley,Retired,17855.34,688.0,david.johnson514@outlook.com
CUST102526,Joseph,Miller,1992-08-11,2023-08-04,Cape Town,Engineer,13757.22,801.0,joseph.miller511@webmail.co.za
CUST102527,CARLOS,Garcia,1992-01-18,2015-02-17,Johannesburg,Driver,30658.71,585.0,carlos.garcia185@outlook.com
CUST102528,ROBERT,Silva,1968-05-11,2022-06-08,Bloemfontein,,,612.0,robert.silva672@yahoo.com
CUST102529,Sipho,Johnson,1955-07-08,2016-11-21,Kimberley,Sales Rep,29631.89,580.0,sipho.johnson838@gmail.com
CUST102530,Fatima,Martinez,1951-10-07,2017-01-02,Kimberley,,22366.75,715.0,fatima.martinez97@webmail.co.za
CUST102531,MEI,Silva,1950-04-26,2021-06-22,Durban,Technician,16751.05,625.0,mei.silva747@webmail.co.za
CUST102532,Fatima,Van der Merwe,1968-11-13,2019-07-05,Pretoria,,33298.5,587.0,fatima.van der merwe713@yahoo.com
CUST102533,Jennifer,Dlamini,1947-10-12,2020-06-16,,Accountant,12798.98,800.0,jennifer.dlamini278@yahoo.com
CUST102534,Mei,Jones,1965-05-09,2018-07-30,kimberley,Teacher,13623.33,813.0,mei.jones208@gmail.com
CUST102535,Sofia,Davis,2003-08-26,2026-01-16,Cape Town,Civil Servant,46170.57,620.0,sofia.davis48@gmail.com
CUST102536,David,Jones,1975-12-16,2018-05-14,Kimberley  ,Entrepreneur,22773.64,527.0,david.jones547@yahoo.com
CUST102537,Jessica,Chen,1995-03-07,2021-11-04,Nelspruit,,22505.78,,jessica.chen429@outlook.com
CUST102538,Thabo,Miller,1952-11-19,2024-11-22,johannesburg,Engineer,24307.99,692.0,thabo.miller7@outlook.com
CUST102539,Jessica,Mokoena,1961-05-09,2022-10-09,nelspruit,Civil Servant,41586.16,688.0,jessica.mokoena34@webmail.co.za
CUST102540,Elizabeth,Chen,2002-09-27,2018-09-27,East London,Technician,29711.86,659.0,elizabeth.chen130@yahoo.com
CUST102541,Sofia,Pretorius,1968-05-25,2021-05-25,Kimberley,Technician,17225.59,578.0,sofia.pretorius893@gmail.com
CUST102542,Carlos,Rodriguez,1984-07-20,2015-12-18,Durban,Civil Servant,17601.59,613.0,carlos.rodriguez506@yahoo.com
CUST102543,Richard,Nkosi,2004-07-17,2021-04-27,,Sales Rep,23931.08,711.0,richard.nkosi451@webmail.co.za
CUST102544,MEI,Rodriguez,1978-08-07,2019-12-30,Johannesburg,Accountant,32251.89,610.0,mei.rodriguez326@outlook.com
CUST102545,Richard,Chen,1963-08-17,2023-12-10,Johannesburg,Accountant,26336.05,689.0,richard.chen238@yahoo.com
CUST102546,MEI,Chen,1977-06-13,2024-10-26,Port Elizabeth,Civil Servant,24966.89,651.0,mei.chen468@outlook.com
CUST102547,Sipho,Silva,1948-05-02,2017-04-24,East London,,27660.76,555.0,sipho.silva533@outlook.com
CUST102548,Jessica,Ndlovu,1951-11-09,2015-11-12,cape town,Consultant,26324.76,796.0,jessica.ndlovu140@gmail.com
CUST102549,John,Silva,1945-06-09,2019-11-07,Durban,Consultant,16844.34,703.0,john.silva501@outlook.com
CUST102550,Kagiso,Davis,1998-12-08,2021-09-03,Pretoria,Accountant,52272.75,680.0,kagiso.davis234@gmail.com
CUST102551,David,Ndlovu,1985-12-12,2019-05-13,Cape Town,Sales Rep,20143.02,700.0,david.ndlovu148@outlook.com
CUST102552,MICHAEL,Ndlovu,1963-03-14,2022-04-12,Cape Town,,29072.04,489.0,michael.ndlovu92@webmail.co.za
CUST102553,Michael,Patel,1958-06-29,2020-11-08,Cape Town,Nurse,7814.99,606.0,michael.patel380@yahoo.com
CUST102554,Sofia,Mokoena,1986-09-01,2025-11-05,Kimberley,,23644.73,513.0,sofia.mokoena710@yahoo.com
CUST102555,Patricia,Johnson,2001-02-02,2019-09-28,Kimberley,Driver,13908.38,661.0,patricia.johnson24@webmail.co.za
CUST102556,Mei,Silva,1963-04-01,2015-12-15,East London,Driver,14951.8,679.0,mei.silva26@outlook.com
CUST102557,Priya,Khan,1964-08-13,2018-07-01,East London,Engineer,115071.8,663.0,priya.khan944@outlook.com
CUST102558,James,Williams,1997-02-08,2022-01-06,Cape Town,Artisan,31248.15,756.0,james.williams413@yahoo.com
CUST102559,Sipho,Nkosi,1999-06-30,2017-12-18,Johannesburg,Driver,56140.53,515.0,sipho.nkosi584@outlook.com
CUST102560,SIPHO,Chen,2000-10-02,2018-02-11,Pretoria,Sales Rep,44944.43,578.0,sipho.chen752@yahoo.com
CUST102561,Barbara,Johnson,1962-11-19,2018-12-07,kimberley,Consultant,48530.4,687.0,barbara.johnson810@yahoo.com
CUST102562,Lerato,Ndlovu,1952-05-04,2023-08-23,Port Elizabeth,Artisan,23874.28,674.0,lerato.ndlovu769@gmail.com
CUST102563,Susan,Van der Merwe,1971-11-03,2025-11-20,Nelspruit,,70533.37,532.0,susan.van der merwe453@outlook.com
CUST102564,Joseph,Miller,1963-01-16,2019-01-22,Pretoria,Consultant,44712.68,758.0,joseph.miller246@webmail.co.za
CUST102565,Susan,Pretorius,1998-11-30,2017-04-06,Pretoria,Nurse,27578.75,789.0,susan.pretorius280@yahoo.com
CUST102566,MEI,Martinez,1947-03-28,2019-11-15,Nelspruit,Student,31507.28,688.0,mei.martinez324@webmail.co.za
CUST102567,KAGISO,Jones,1983-09-01,2019-01-28,Port Elizabeth,Engineer,24784.17,514.0,kagiso.jones754@outlook.com
CUST102568,Richard,Davis,2000-04-10,2026-06-19,Polokwane,Entrepreneur,27759.78,664.0,richard.davis356@gmail.com
CUST102569,Fatima,Dlamini,2004-07-29,2020-05-16,Polokwane,Driver,26208.51,681.0,fatima.dlamini930@yahoo.com
CUST102570,Mei,Patel,1984-08-28,2022-11-13,Polokwane,Student,33823.81,626.0,mei.patel652@yahoo.com
CUST102571,Fatima,Pretorius,2002-12-11,2025-08-01,East London,Nurse,76418.82,771.0,fatima.pretorius833@gmail.com
CUST102572,Chidi,Jones,1949-08-13,2022-04-14,Nelspruit,Sales Rep,13054.28,640.0,chidi.jones40@yahoo.com
CUST102573,RICHARD,Nkosi,1966-12-01,2017-11-20,port elizabeth,Student,53391.82,839.0,richard.nkosi415@outlook.com
CUST102574,WEI,Dlamini,1945-07-14,2022-01-13,Pretoria  ,Artisan,21570.01,720.0,wei.dlamini470@yahoo.com
CUST102575,David,Williams,2004-11-06,2019-08-27,Bloemfontein  ,,57629.96,675.0,david.williams76@outlook.com
CUST102576,William,Pretorius,2000-01-24,2019-11-22,Pretoria,Engineer,22024.99,733.0,william.pretorius508@outlook.com
CUST102577,Joseph,Davis,1946-09-17,2026-05-05,Johannesburg,,34463.37,788.0,joseph.davis331@gmail.com
CUST102578,Sofia,Mokoena,1946-02-08,2018-03-24,Pretoria,Technician,24457.53,731.0,sofia.mokoena271@yahoo.com
CUST102579,SIPHO,Patel,1967-05-21,2020-06-06,Bloemfontein,Entrepreneur,9524.71,643.0,sipho.patel141@gmail.com
CUST102580,Richard,Smith,1960-10-08,2016-11-07,Bloemfontein,Teacher,76373.12,591.0,richard.smith792@webmail.co.za
CUST102581,Joseph,Jones,1996-08-29,2017-01-25,Pretoria,Technician,15280.73,549.0,joseph.jones501@yahoo.com
CUST102582,Elizabeth,Patel,1954-10-16,2021-12-27,Polokwane,Consultant,28291.87,430.0,elizabeth.patel496@webmail.co.za
CUST102583,Lerato,Davis,1993-03-24,2023-09-12,Durban,Civil Servant,14307.61,666.0,lerato.davis286@outlook.com
CUST102584,Barbara,Smith,1978-10-27,2022-05-16,East London,Student,12061.8,615.0,
CUST102585,NALEDI,Smith,1968-01-08,2018-10-24,Durban,Artisan,23790.37,620.0,naledi.smith792@webmail.co.za
CUST102586,Barbara,Van der Merwe,1953-11-21,2015-09-10,kimberley,Driver,18842.93,743.0,barbara.van der merwe295@outlook.com
CUST102587,David,Brown,2005-11-09,2020-06-12,East London,,13342.52,640.0,
CUST102588,Sofia,Williams,1982-09-12,2020-11-03,Bloemfontein,Driver,26337.27,821.0,sofia.williams17@webmail.co.za
CUST102589,Barbara,Khumalo,1971-10-20,2023-12-04,Port Elizabeth,Driver,11057.41,598.0,barbara.khumalo8@gmail.com
CUST102590,Robert,Williams,1967-08-22,2022-06-01,Polokwane,Student,29006.76,563.0,robert.williams63@outlook.com
CUST102591,RICHARD,Chen,2000-03-31,2025-02-02,Port Elizabeth,,24924.43,537.0,richard.chen726@outlook.com
CUST102592,Naledi,Dlamini,1995-02-03,2024-01-26,Nelspruit  ,Entrepreneur,6073.9,,naledi.dlamini634@webmail.co.za
CUST102593,Patricia,Chen,1994-06-25,2019-03-28,Cape Town,Nurse,19655.92,754.0,patricia.chen182@webmail.co.za
CUST102594,Elizabeth,Ndlovu,1982-08-03,2022-04-28,Nelspruit,,35633.66,597.0,elizabeth.ndlovu910@yahoo.com
CUST102595,Jennifer,Silva,1999-03-01,2023-08-28,Kimberley  ,Manager,14212.43,554.0,jennifer.silva696@webmail.co.za
CUST102596,Thabo,Chen,1963-04-04,2026-01-30,Durban,Accountant,36573.36,788.0,thabo.chen521@outlook.com
CUST102597,CHIDI,Martinez,1987-12-04,2019-11-22,durban,,34877.86,519.0,chidi.martinez291@outlook.com
CUST102598,Carlos,Smith,1969-09-02,2022-07-05,kimberley,,14608.62,741.0,carlos.smith984@gmail.com
CUST102599,Richard,Miller,1981-08-07,2019-07-19,Port Elizabeth,Manager,26705.65,599.0,richard.miller511@gmail.com
CUST102600,PRIYA,Williams,2005-11-19,2023-07-19,East London,Engineer,44134.39,686.0,priya.williams338@yahoo.com
CUST102601,Michael,Smith,2005-01-20,2025-07-24,Cape Town,Accountant,15901.15,747.0,michael.smith663@yahoo.com
CUST102602,Wei,Miller,1976-04-08,2025-08-24,Port Elizabeth  ,,23777.94,693.0,wei.miller362@outlook.com
CUST102603,Sipho,Jones,1980-01-03,2016-10-26,polokwane,Engineer,53645.0,623.0,sipho.jones757@gmail.com
CUST102604,Wei,Johnson,1999-09-26,2017-05-13,Nelspruit,Accountant,16081.43,776.0,wei.johnson337@outlook.com
CUST102605,WEI,Miller,2005-02-13,2023-09-29,Port Elizabeth,Nurse,35436.41,676.0,wei.miller103@webmail.co.za
CUST102606,Naledi,Dlamini,1992-06-29,2022-04-23,Johannesburg,,14079.64,981.0,naledi.dlamini492@webmail.co.za
CUST102607,William,Brown,1948-12-23,2025-06-25,Port Elizabeth  ,Manager,24426.47,497.0,william.brown675@webmail.co.za
CUST102608,Thabo,Miller,1964-09-06,2018-08-20,East London,,35173.07,495.0,thabo.miller413@outlook.com
CUST102609,Raj,Smith,1999-09-09,2024-10-27,nelspruit,Sales Rep,6356.82,739.0,raj.smith382@yahoo.com
CUST102610,Sofia,Johnson,1991-11-14,2022-12-02,Nelspruit,Engineer,19524.12,647.0,sofia.johnson419@yahoo.com
CUST102611,Fatima,Brown,1990-04-11,2017-04-06,Polokwane,,34807.88,721.0,fatima.brown629@webmail.co.za
CUST102612,Jennifer,Martinez,1985-09-28,2016-06-19,Cape Town  ,Civil Servant,30807.28,551.0,jennifer.martinez898@yahoo.com
CUST102613,Zanele,Chen,1970-05-01,2023-02-20,Bloemfontein,Entrepreneur,19664.55,655.0,
CUST102614,Patricia,Silva,1969-08-06,2016-11-01,Bloemfontein,Accountant,13866.77,691.0,patricia.silva961@outlook.com
CUST102615,Lerato,Mokoena,1994-05-06,2024-03-14,Port Elizabeth,Engineer,39225.37,601.0,lerato.mokoena591@webmail.co.za
CUST102616,SOFIA,Mokoena,1962-12-03,2021-06-14,kimberley,Retired,22171.34,671.0,sofia.mokoena579@gmail.com
CUST102617,Mary,Pretorius,1986-10-10,2020-07-10,Kimberley,Entrepreneur,37317.15,527.0,mary.pretorius940@webmail.co.za
CUST102618,Lerato,Garcia,1989-04-19,2018-03-11,Durban,,33797.22,686.0,lerato.garcia420@yahoo.com
CUST102619,Carlos,Silva,1996-07-07,2026-05-24,Kimberley,Consultant,20569.18,780.0,carlos.silva668@yahoo.com
CUST102620,Priya,Pretorius,1964-07-06,2023-05-13,Nelspruit,Technician,51202.16,539.0,priya.pretorius827@gmail.com
CUST102621,Richard,Khumalo,1990-04-03,2024-01-05,Polokwane,Retired,18834.27,533.0,richard.khumalo520@gmail.com
CUST102622,Patricia,Van der Merwe,1951-07-01,2023-11-26,Pretoria,Student,54955.13,,patricia.van der merwe713@yahoo.com
CUST102623,Fatima,Brown,1953-06-03,2021-10-06,Polokwane,Retired,59443.14,532.0,fatima.brown193@webmail.co.za
CUST102624,Fatima,Botha,1970-06-16,2025-11-18,Bloemfontein,Driver,50517.18,726.0,fatima.botha571@yahoo.com
CUST102625,Sipho,Khumalo,1948-05-15,2021-10-05,Nelspruit,Civil Servant,24140.91,655.0,sipho.khumalo938@gmail.com
CUST102626,Sofia,Jones,2002-10-22,2021-01-08,Polokwane,Engineer,124026.12,612.0,sofia.jones332@gmail.com
CUST102627,James,Johnson,2000-01-06,2018-03-03,Kimberley,Teacher,29469.37,782.0,james.johnson924@gmail.com
CUST102628,ZANELE,Patel,1947-12-27,2018-04-06,Port Elizabeth,Artisan,31089.76,734.0,zanele.patel220@webmail.co.za
CUST102629,Mary,Martinez,1996-02-19,2023-07-15,Johannesburg,Consultant,26549.42,675.0,mary.martinez261@yahoo.com
CUST102630,Fatima,Miller,1976-01-16,2018-11-17,Port Elizabeth,Consultant,13658.81,456.0,fatima.miller245@webmail.co.za
CUST102631,Lerato,Rodriguez,1987-10-27,2023-06-10,Kimberley,Civil Servant,58515.32,714.0,lerato.rodriguez748@yahoo.com
CUST102632,FATIMA,Nkosi,1999-02-06,2026-01-12,East London,Civil Servant,19083.09,554.0,
CUST102633,Sipho,Martinez,1980-03-12,2020-02-02,Polokwane,Student,46712.48,630.0,sipho.martinez844@webmail.co.za
CUST102634,ROBERT,Johnson,1952-02-05,2016-02-16,East London,Nurse,53945.62,651.0,robert.johnson74@webmail.co.za
CUST102635,James,Miller,1945-02-27,2022-09-20,bloemfontein,,38638.05,821.0,james.miller991@webmail.co.za
CUST102636,David,Brown,1975-04-24,2015-02-10,Johannesburg,Nurse,17762.03,627.0,david.brown258@yahoo.com
CUST102637,Chidi,Patel,2002-11-25,2024-02-12,Port Elizabeth,Artisan,21924.35,522.0,chidi.patel868@yahoo.com
CUST102638,John,Silva,1979-12-06,2021-02-01,Johannesburg,Student,5397.84,782.0,john.silva475@webmail.co.za
CUST102639,Priya,Van der Merwe,1967-10-01,2020-09-02,Pretoria,Retired,25087.36,715.0,priya.van der merwe827@outlook.com
CUST102640,LINDA,Mokoena,1946-11-20,2021-08-05,Polokwane  ,Teacher,43548.31,719.0,linda.mokoena704@yahoo.com
CUST102641,JESSICA,Khan,2000-10-23,2020-12-24,Nelspruit,Driver,23330.04,784.0,jessica.khan410@webmail.co.za
CUST102642,Michael,Martinez,1964-12-15,2018-10-01,Durban  ,Manager,18881.76,805.0,michael.martinez74@yahoo.com
CUST102643,Joseph,Mokoena,1987-12-28,2018-04-05,East London  ,Artisan,22501.83,570.0,joseph.mokoena355@outlook.com
CUST102644,Joseph,Williams,1987-05-07,2019-10-23,Durban,Engineer,,525.0,joseph.williams854@yahoo.com
CUST102645,James,Dlamini,1960-06-27,2025-05-13,Durban  ,Entrepreneur,26039.78,726.0,james.dlamini654@yahoo.com
CUST102646,Sipho,Khumalo,1948-11-21,2016-07-26,Kimberley  ,Teacher,82022.57,626.0,sipho.khumalo829@yahoo.com
CUST102647,Mei,Smith,1968-06-26,2018-10-05,east london,Technician,19102.22,635.0,mei.smith641@webmail.co.za
CUST102648,Fatima,Khumalo,1964-05-06,2017-03-24,Cape Town,Civil Servant,30648.5,549.0,fatima.khumalo822@webmail.co.za
CUST102649,DAVID,Patel,1987-09-19,2019-12-12,Cape Town,Nurse,20742.89,703.0,david.patel297@webmail.co.za
CUST102650,Ahmed,Rodriguez,1995-01-02,2016-07-18,Johannesburg,Student,93404.22,686.0,ahmed.rodriguez316@webmail.co.za
CUST102651,Ahmed,Dlamini,1958-07-27,2023-10-24,Port Elizabeth,Consultant,29966.13,636.0,ahmed.dlamini948@yahoo.com
CUST102652,Sofia,Miller,1977-03-22,2016-03-13,Cape Town,Entrepreneur,96456.33,525.0,sofia.miller891@gmail.com
CUST102653,Barbara,Garcia,1947-06-24,2022-09-15,Bloemfontein  ,Consultant,20908.76,759.0,barbara.garcia425@outlook.com
CUST102654,PRIYA,Williams,1958-01-26,2018-02-06,Port Elizabeth,Entrepreneur,67275.24,673.0,priya.williams730@yahoo.com
CUST102655,Sipho,Davis,1991-06-20,2020-06-20,East London,Sales Rep,28877.04,751.0,sipho.davis500@gmail.com
CUST102656,Mary,Silva,1993-05-25,2017-04-25,durban,Nurse,44444.36,461.0,mary.silva815@gmail.com
CUST102657,William,Pretorius,1992-05-11,2023-06-16,Cape Town,Student,12941.23,655.0,william.pretorius564@yahoo.com
CUST102658,LERATO,Mokoena,1953-09-08,2025-12-25,Cape Town,,33158.3,585.0,lerato.mokoena617@yahoo.com
CUST102659,Jennifer,Mokoena,1978-08-12,2017-07-26,Johannesburg,Sales Rep,14164.98,653.0,jennifer.mokoena86@webmail.co.za
CUST102660,Susan,Mokoena,1970-10-14,2026-01-14,Johannesburg,Entrepreneur,31390.41,735.0,susan.mokoena894@webmail.co.za
CUST102661,Wei,Ndlovu,2005-06-24,2018-10-07,Durban,Civil Servant,10817.99,683.0,
CUST102662,John,Martinez,1984-11-24,2021-06-17,Nelspruit,Artisan,25426.58,652.0,john.martinez275@yahoo.com
CUST102663,Jessica,Mokoena,2002-01-17,2023-02-15,East London,Retired,51915.22,651.0,jessica.mokoena123@outlook.com
CUST102664,Michael,Silva,1953-11-13,2017-04-22,Durban,Consultant,37366.59,510.0,michael.silva736@outlook.com
CUST102665,Naledi,Martinez,1972-07-03,2020-02-25,Kimberley,Entrepreneur,12831.14,568.0,naledi.martinez962@outlook.com
CUST102666,LINDA,Khumalo,1992-01-25,2015-10-14,Polokwane,,8612.48,751.0,linda.khumalo171@gmail.com
CUST102667,Carlos,Ndlovu,1967-06-10,2023-01-27,Polokwane,,36248.99,605.0,carlos.ndlovu729@outlook.com
CUST102668,Robert,Miller,1983-08-01,2019-10-29,Nelspruit,Teacher,69474.79,753.0,robert.miller700@outlook.com
CUST102669,Carlos,Miller,1976-03-19,2025-04-29,Polokwane,Nurse,15087.66,724.0,carlos.miller608@yahoo.com
CUST102670,MEI,Johnson,2005-07-04,2018-03-04,Kimberley  ,Consultant,94697.46,729.0,mei.johnson130@webmail.co.za
CUST102671,Priya,Martinez,1955-08-10,2025-09-11,Pretoria,Student,26798.58,680.0,priya.martinez292@yahoo.com
CUST102672,Priya,Patel,2002-01-20,2016-08-19,Nelspruit,Engineer,8306.42,611.0,priya.patel875@webmail.co.za
CUST102673,Michael,Patel,1969-06-30,2022-01-11,Cape Town,Teacher,10545.68,636.0,michael.patel445@outlook.com
CUST102674,Fatima,Nkosi,1973-07-19,2018-07-26,Pretoria,Engineer,42700.65,708.0,fatima.nkosi732@yahoo.com
CUST102675,Zanele,Smith,1977-03-30,2017-02-07,Nelspruit,Technician,29078.11,459.0,zanele.smith976@gmail.com
CUST102676,CARLOS,Khan,1961-03-10,2016-02-02,Cape Town,Manager,65469.04,762.0,carlos.khan493@yahoo.com
CUST102677,Ahmed,Silva,2003-10-13,2022-08-05,Bloemfontein,Engineer,13109.93,605.0,ahmed.silva123@webmail.co.za
CUST102678,Sipho,Martinez,2000-08-07,2017-09-13,Pretoria,Retired,28885.55,642.0,sipho.martinez101@webmail.co.za
CUST102679,Barbara,Miller,2004-05-06,2021-08-20,Cape Town,Technician,27012.54,643.0,barbara.miller753@yahoo.com
CUST102680,Patricia,Davis,2005-10-23,2026-05-05,Durban,Engineer,24690.93,646.0,patricia.davis244@outlook.com
CUST102681,Patricia,Patel,1985-11-09,2018-08-29,Bloemfontein  ,,21384.8,532.0,patricia.patel704@gmail.com
CUST102682,Richard,Van der Merwe,1972-07-21,2015-05-28,East London,Civil Servant,21641.77,664.0,richard.van der merwe736@gmail.com
CUST102683,Mei,Chen,1996-11-22,2016-08-27,East London,Sales Rep,29875.3,703.0,mei.chen622@yahoo.com
CUST102684,THABO,Dlamini,1946-06-15,2016-05-19,Cape Town,,32258.88,466.0,thabo.dlamini634@outlook.com
CUST102685,Jessica,Chen,1995-11-24,2020-05-13,Pretoria  ,Sales Rep,31305.33,,jessica.chen783@outlook.com
CUST102686,Linda,Johnson,1975-05-03,2023-08-16,Cape Town  ,Teacher,55469.72,731.0,linda.johnson706@outlook.com
CUST102687,Sipho,Mokoena,1986-01-24,2018-06-07,Johannesburg  ,Teacher,13085.14,714.0,sipho.mokoena901@outlook.com
CUST102688,Kagiso,Smith,1967-10-26,2016-09-08,Pretoria,Teacher,9072.38,677.0,kagiso.smith771@yahoo.com
CUST102689,SOFIA,Nkosi,1967-06-27,2022-06-03,east london,Driver,49522.33,589.0,sofia.nkosi293@yahoo.com
CUST102690,Chidi,Botha,1946-12-08,2018-06-27,,Manager,15273.66,714.0,chidi.botha612@webmail.co.za
CUST102691,Zanele,Dlamini,1970-11-07,2021-08-29,Johannesburg,Sales Rep,21425.02,542.0,zanele.dlamini427@yahoo.com
CUST102692,Fatima,Rodriguez,1969-11-28,2025-10-24,Durban  ,Technician,18633.95,638.0,fatima.rodriguez724@webmail.co.za
CUST102693,Susan,Khan,1958-09-18,2018-05-17,Port Elizabeth,Entrepreneur,18396.08,532.0,susan.khan19@gmail.com
CUST102694,Fatima,Chen,1960-02-02,2020-12-07,Pretoria,Engineer,11215.38,635.0,fatima.chen331@yahoo.com
CUST102695,Barbara,Patel,1980-08-19,2024-05-05,nelspruit,Civil Servant,19116.05,557.0,barbara.patel732@yahoo.com
CUST102696,John,Dlamini,1964-05-20,2023-01-04,Bloemfontein,Accountant,39719.55,718.0,john.dlamini426@gmail.com
CUST102697,Susan,Garcia,1995-08-24,2023-09-14,Kimberley,,26839.8,689.0,susan.garcia62@outlook.com
CUST102698,JOHN,Johnson,1951-10-18,2023-12-12,Cape Town,Nurse,36413.84,599.0,john.johnson860@gmail.com
CUST102699,Patricia,Miller,1980-03-27,2021-04-02,Pretoria,Teacher,19977.28,,patricia.miller453@outlook.com
CUST102700,Ahmed,Dlamini,1954-10-06,2021-03-17,johannesburg,Teacher,46244.95,564.0,ahmed.dlamini711@gmail.com
CUST102701,Mei,Martinez,1977-03-22,2023-04-29,Johannesburg,Driver,19830.63,647.0,mei.martinez429@outlook.com
CUST102702,Linda,Dlamini,1978-09-15,2023-01-30,Kimberley,,7592.12,595.0,linda.dlamini299@webmail.co.za
CUST102703,Raj,Miller,1984-03-06,2022-10-05,Port Elizabeth,,32531.83,717.0,raj.miller323@gmail.com
CUST102704,Robert,Pretorius,1971-01-27,2019-06-05,East London,Nurse,42635.0,708.0,robert.pretorius859@gmail.com
CUST102705,ELIZABETH,Rodriguez,1976-01-29,2024-08-05,Durban,Artisan,19234.42,767.0,elizabeth.rodriguez582@yahoo.com
CUST102706,AMARA,Van der Merwe,1956-01-15,2017-09-26,Johannesburg,,55244.48,657.0,amara.van der merwe612@outlook.com
CUST102707,Elizabeth,Rodriguez,1973-03-30,2016-10-20,Nelspruit,Student,16148.54,384.0,elizabeth.rodriguez552@gmail.com
CUST102708,Chidi,Martinez,1967-10-03,2018-12-31,East London,Retired,40232.73,611.0,chidi.martinez287@gmail.com
CUST102709,Priya,Mokoena,1985-08-19,2017-12-09,Polokwane,Retired,76639.32,791.0,priya.mokoena688@webmail.co.za
CUST102710,ROBERT,Garcia,1971-07-11,2022-09-06,bloemfontein  ,Nurse,27502.68,621.0,robert.garcia144@webmail.co.za
CUST102711,JAMES,Jones,1992-07-15,2017-09-04,Port Elizabeth,Technician,23484.83,477.0,james.jones464@yahoo.com
CUST102712,Carlos,Rodriguez,1970-12-26,2022-08-08,Port Elizabeth,Artisan,25250.39,690.0,carlos.rodriguez857@gmail.com
CUST102713,Thabo,Silva,1959-05-20,2020-12-10,,Consultant,71466.01,697.0,thabo.silva725@webmail.co.za
CUST102714,Thabo,Brown,1961-09-11,2016-10-06,Durban,,34257.8,585.0,thabo.brown258@gmail.com
CUST102715,Joseph,Martinez,1947-10-06,2017-12-29,Pretoria,,97394.17,628.0,joseph.martinez164@webmail.co.za
CUST102716,Susan,Chen,1977-12-07,2021-01-15,Pretoria,Entrepreneur,31810.47,574.0,susan.chen654@yahoo.com
CUST102717,Amara,Patel,1995-09-07,2023-06-29,Bloemfontein,Accountant,18173.54,697.0,amara.patel381@outlook.com
CUST102718,Sipho,Martinez,1991-12-01,2019-08-12,Kimberley,Technician,18956.38,655.0,sipho.martinez704@webmail.co.za
CUST102719,Jennifer,Johnson,1971-09-15,2017-09-11,,Entrepreneur,27916.25,545.0,jennifer.johnson120@webmail.co.za
CUST102720,Kagiso,Smith,1956-12-18,2018-06-02,Bloemfontein,Driver,7904.65,649.0,kagiso.smith393@outlook.com
CUST102721,Lerato,Ndlovu,1997-09-02,2016-02-07,Durban,,20231.7,584.0,lerato.ndlovu192@outlook.com
CUST102722,Patricia,Silva,1948-06-19,2015-04-17,Kimberley,Accountant,20502.89,781.0,patricia.silva940@outlook.com
CUST102723,Richard,Smith,1969-05-09,2026-04-09,Pretoria,Nurse,31066.14,730.0,richard.smith500@webmail.co.za
CUST102724,Mei,Botha,1997-04-02,2016-02-12,Pretoria,Accountant,86257.38,639.0,mei.botha905@outlook.com
CUST102725,Zanele,Chen,1968-12-25,2016-06-12,Nelspruit,Civil Servant,27802.74,657.0,zanele.chen808@gmail.com
CUST102726,John,Smith,1952-03-11,2025-02-01,Durban,,8487.96,,john.smith408@outlook.com
CUST102727,Mary,Davis,1961-03-23,2022-09-07,Port Elizabeth  ,Entrepreneur,15547.5,634.0,mary.davis125@webmail.co.za
CUST102728,Sipho,Jones,1981-08-08,2020-01-19,Kimberley,Driver,31488.34,718.0,sipho.jones358@webmail.co.za
